id#company_id#timestamp#type#price_key#mode#period_starts_at#period_ends_at#billing_cycle_anchor#cancel_at#canceled_at#quantity#is_trial#is_migration#is_conversion#is_renewal#is_reactivation#is_cancellation#status#contract_duration_in_months#payment_interval_in_months#monthly_recurring_revenue#monthly_recurring_revenue_without_discounts#permanent_discount_percent#temporary_discount_percent#coupon#stripe_event_id#stripe_customer_id#stripe_subscription_id#action
200295#145761#2025-10-01 23:01:02#customer.subscription.updated#project_monthly#project#2025-10-02 01:00:00#2025-11-02 00:00:00#2025-01-02 00:00:00###4#0#0#0#0#0#0#active#1#1#22.37#27.96#20.00#0.00#cp_forever_20_percent_project#evt_1SDZ19F4eogfgR0SPpSi8Js1#cus_Qm2brVHacRrprv#sub_1QUEeQF4eogfgR0SSAEdb6qx#subscription_updated
200297#146081#2025-10-01 23:01:02#customer.subscription.updated#documentation_monthly#documentation#2025-10-02 01:00:00#2025-11-02 00:00:00#2025-01-02 00:00:00###13#0#0#0#0#0#0#active#1#1#129.87#129.87#0.00#0.00##evt_1SDZ19F4eogfgR0STENaoel0#cus_QqczNr1OoxGosI#sub_1QUEg7F4eogfgR0SWEIIQuIl#subscription_updated
200298#5630#2025-10-01 23:01:02#customer.subscription.updated#migrated_documentation_monthly#documentation#2025-10-02 01:00:00#2025-11-02 00:00:00#2025-03-02 00:00:00###25#0#0#0#0#0#0#active#1#1#74.93#249.75#70.00#0.00#cp_forever_70_percent#evt_1SDZ1AF4eogfgR0Sc2530xog#cus_K6XisYmBDJlQF0#sub_1QuBrCF4eogfgR0Stn6rxXIi#subscription_updated
200299#145440#2025-10-01 23:01:02#customer.subscription.updated#attendance_monthly#attendance#2025-10-02 01:00:00#2025-11-02 00:00:00#2025-01-02 00:00:00###6#0#0#0#0#0#0#active#1#1#23.94#23.94#0.00#0.00##evt_1SDZ1AF4eogfgR0Sn49qhb0D#cus_QmF5KyGpBXSF7D#sub_1QUEcTF4eogfgR0SEcdfk7Sw#subscription_updated
200284#132967#2025-10-01 23:00:57#customer.subscription.updated#migrated_attendance_monthly#attendance#2025-10-02 01:00:00#2025-11-02 00:00:00#2025-01-02 00:00:00###8#0#0#0#0#0#0#active#1#1#31.92#31.92#0.00#0.00##evt_1SDZ14F4eogfgR0SG4JysSwu#cus_OVNTRTl0MLwu7z#sub_1QUDYtF4eogfgR0SNUH7kDCS#subscription_updated
200285#134713#2025-10-01 23:00:57#customer.subscription.updated#migrated_documentation_2_yearly_pay_monthly#documentation#2025-10-02 01:00:00#2025-11-02 00:00:00#2025-01-02 00:00:00###3#0#0#0#0#0#0#active#24#1#26.97#26.97#0.00#0.00##evt_1SDZ14F4eogfgR0SLjTYkWFD#cus_OsF3HNk98RPG4y#sub_1QUDZ3F4eogfgR0SvVlacFy1#subscription_updated
200286#138837#2025-10-01 23:00:57#customer.subscription.updated#migrated_attendance_monthly#attendance#2025-10-02 01:00:00#2025-11-02 00:00:00#2025-01-02 00:00:00###6#0#0#0#0#0#0#active#1#1#23.94#23.94#0.00#0.00##evt_1SDZ14F4eogfgR0SO70stRU7#cus_PYrVUr6oHeI4W4#sub_1QUDcMF4eogfgR0S7qlVQe5s#subscription_updated
200287#139708#2025-10-01 23:00:57#customer.subscription.updated#migrated_attendance_monthly#attendance#2025-10-02 01:00:00#2025-11-02 00:00:00#2025-03-02 00:00:00###15#0#0#0#0#0#0#active#1#1#59.85#59.85#0.00#0.00##evt_1SDZ14F4eogfgR0Swc9zdqAs#cus_PfLXv8tfBHio5b#sub_1QtWkTF4eogfgR0SvTNE01bE#subscription_updated
200288#4111#2025-10-01 23:00:57#customer.subscription.updated#legacy_documentation_2_yearly_pay_monthly#documentation#2025-10-02 01:00:00#2025-11-02 00:00:00#2025-01-02 00:00:00###6#0#0#0#0#0#0#active#24#1#40.08#40.08#0.00#0.00##evt_1SDZ14F4eogfgR0SVmyrRWmt#cus_IgDv8LSbCcmiLC#sub_1QWPLYF4eogfgR0SNM1jKVU1#subscription_updated
200282#130936#2025-10-01 23:00:56#customer.subscription.updated#migrated_attendance_monthly#attendance#2025-10-02 01:00:00#2025-11-02 00:00:00#2025-01-02 00:00:00###13#0#0#0#0#0#0#active#1#1#51.87#51.87#0.00#0.00##evt_1SDZ13F4eogfgR0SjsnIISZh#cus_OBkIprG6aAxK6J#sub_1QUDYlF4eogfgR0SaNzXGeKt#subscription_updated
200283#125596#2025-10-01 23:00:56#customer.subscription.updated#migrated_documentation_2_yearly_pay_monthly#documentation#2025-10-02 01:00:00#2025-11-02 00:00:00#2025-01-02 00:00:00###10#0#0#0#0#0#0#active#24#1#89.90#89.90#0.00#0.00##evt_1SDZ13F4eogfgR0SxIVusqr0#cus_N8wtOZUgOxudMl#sub_1QUDYNF4eogfgR0ShjXOOT4X#subscription_updated
200267#120959#2025-10-01 23:00:53#customer.subscription.updated#documentation_monthly#documentation#2025-10-02 01:00:00#2025-11-02 00:00:00#2025-01-02 00:00:00###6#0#0#0#0#0#0#active#1#1#59.94#59.94#0.00#0.00##evt_1SDZ0zF4eogfgR0STaGSuDvr#cus_LnjajlUZBkN1in#sub_1QUDY0F4eogfgR0SMny7XDfD#subscription_updated
200268#137284#2025-10-01 23:00:53#customer.subscription.updated#migrated_attendance_monthly#attendance#2025-10-02 01:00:00#2025-11-02 00:00:00#2025-01-02 00:00:00###4#0#0#0#0#0#0#past_due#1#1#15.96#15.96#0.00#0.00##evt_1SDZ10F4eogfgR0S8hnhbumj#cus_POln2W7k9Mma3L#sub_1QUDZPF4eogfgR0SdrldkEVv#subscription_updated
200269#125397#2025-10-01 23:00:53#customer.subscription.updated#migrated_attendance_monthly#attendance#2025-10-02 01:00:00#2025-11-02 00:00:00#2025-01-02 00:00:00###3#0#0#0#0#0#0#active#1#1#11.97#11.97#0.00#0.00##evt_1SDZ10F4eogfgR0SaYElQhGt#cus_NAQrtaYsqBPb9H#sub_1QUDYJF4eogfgR0SGApfnSSJ#subscription_updated
200270#6307#2025-10-01 23:00:53#customer.subscription.updated#attendance_monthly#attendance#2025-10-02 01:00:00#2025-11-02 00:00:00#2025-01-02 00:00:00###10#0#0#0#0#0#0#active#1#1#39.90#39.90#0.00#0.00##evt_1SDZ10F4eogfgR0SEFoxnU69#cus_JxRubrUzsYyuCW#sub_1QUDXmF4eogfgR0SQwNXoHRU#subscription_updated
